source,target,type,BOCnt,CCCnt,tot_revenue,avg_revenue
The Salted Pearl Plc Logistics,Mark Glenn,Company Contacts,4,1,0,0
The Salted Pearl S.A. de C.V.,Veronica Melton,Beneficial Owner,3,1,0,0
The Salted Pearl S.A. de C.V.,Paul Allen,Beneficial Owner,3,1,0,0
The Salted Pearl S.A. de C.V.,Barry Jones,Beneficial Owner,3,1,0,0
The Salted Pearl S.A. de C.V.,Sarah Wright,Company Contacts,3,1,0,0
The Salted Pearl Sagl Transit,Ryan Chambers,Beneficial Owner,6,1,31460.9883,5243.49805
The Salted Pearl Sagl Transit,Brian Steele,Beneficial Owner,6,1,31460.9883,5243.49805
The Salted Pearl Sagl Transit,Aaron Jones,Beneficial Owner,6,1,31460.9883,5243.49805
The Salted Pearl Sagl Transit,Jenna Rivera,Beneficial Owner,6,1,31460.9883,5243.49805
The Salted Pearl Sagl Transit,Robin Weiss,Beneficial Owner,6,1,31460.9883,5243.49805
The Salted Pearl Sagl Transit,Michelle Compton,Beneficial Owner,6,1,31460.9883,5243.49805
The Salted Pearl Sagl Transit,Brian Kennedy,Company Contacts,6,1,31460.9883,0
The Salted Pearl ОАО,Joshua Juarez,Beneficial Owner,2,1,42266.8318,21133.4159
The Salted Pearl ОАО,Jeffrey Luna,Beneficial Owner,2,1,42266.8318,21133.4159
The Salted Pearl ОАО,Larry Brooks,Company Contacts,2,1,42266.8318,0
The Salted Pearl ОАО Express,Johnny Hicks,Beneficial Owner,1,1,32266.6728,32266.6728
The Salted Pearl ОАО Express,Kristin Spence,Company Contacts,1,1,32266.6728,0
The Salty Dog AS,Chris Bond,Company Contacts,0,1,0,0
The Salty Dog Corp Shipping,Mr. Roger Martin,Beneficial Owner,9,1,11384.0297,1264.892189
The Salty Dog Corp Shipping,Brandon Oconnor,Beneficial Owner,9,1,11384.0297,1264.892189
The Salty Dog Corp Shipping,Penny Brown,Beneficial Owner,9,1,11384.0297,1264.892189
The Salty Dog Corp Shipping,Jeffery Terry,Beneficial Owner,9,1,11384.0297,1264.892189
The Salty Dog Corp Shipping,James Rogers,Beneficial Owner,9,1,11384.0297,1264.892189
The Salty Dog Corp Shipping,Lisa Lane,Beneficial Owner,9,1,11384.0297,1264.892189
The Salty Dog Corp Shipping,Brandon Arnold,Beneficial Owner,9,1,11384.0297,1264.892189
The Salty Dog Corp Shipping,Frank Wright,Beneficial Owner,9,1,11384.0297,1264.892189
The Salty Dog Corp Shipping,Gabrielle Ortiz,Beneficial Owner,9,1,11384.0297,1264.892189
The Salty Dog Corp Shipping,Barbara Martin,Company Contacts,9,1,11384.0297,0
The Salty Dog Distribution,Seth Wells,Company Contacts,0,1,82466.6728,82466.6728
The Salty Dog Ges.m.b.H.,Natasha Gallegos,Company Contacts,0,1,167666.6728,167666.6728
The Salty Dog GmbH,Marc Meadows,Company Contacts,0,1,0,0
The Salty Dog Incorporated,Jasmine Fields,Company Contacts,0,1,0,0
The Salty Dog OJSC,Nicole Campbell,Beneficial Owner,2,1,0,0
The Salty Dog OJSC,Timothy Bell,Beneficial Owner,2,1,0,0
The Salty Dog OJSC,John Hodges,Company Contacts,2,1,0,0
The Salty Dog Pic,Colin Moon,Company Contacts,0,1,0,0
The Salty Dog SE,Pamela King,Beneficial Owner,2,1,196666.6728,98333.3364
The Salty Dog SE,Terry Taylor,Beneficial Owner,2,1,196666.6728,98333.3364
The Salty Dog SE,Oscar Stewart,Company Contacts,2,1,196666.6728,0
The Salty Dog Transit,Denise Fisher,Company Contacts,0,1,34566.6728,34566.6728
The Salty Pearl A/S,Kenneth Rogers,Company Contacts,0,1,0,0
The Salty Pearl Buoy,Hannah Knox,Company Contacts,0,1,5326.6728,5326.6728
The Salty Pearl Corporation,Charles Nelson,Company Contacts,0,1,4936.6728,4936.6728
The Salty Pearl GmbH,Terry Mcdowell,Company Contacts,0,1,90266.6728,90266.6728
The Salty Pearl Harbor,Cristian Payne,Company Contacts,0,1,0,0
The Salty Pearl Kga,Blake Mills,Company Contacts,2,2,65388.2514,0
The Salty Pearl Kga,David Smith,Beneficial Owner,2,2,65388.2514,32694.1257
The Salty Pearl Kga,Lisa Mahoney,Beneficial Owner,2,2,65388.2514,32694.1257
The Salty Pearl Kga,Sheryl Lewis,Company Contacts,2,2,65388.2514,0
The Salty Pearl Marine sanctuary,Kathleen Wilson,Beneficial Owner,2,0,24966.6728,12483.3364
The Salty Pearl Marine sanctuary,Michelle Brady,Beneficial Owner,2,0,24966.6728,12483.3364
The Salty Pearl Pic,Rebecca Crawford,Beneficial Owner,9,1,46360.7569,5151.195211
The Salty Pearl Pic,Tyler Edwards,Beneficial Owner,9,1,46360.7569,5151.195211
The Salty Pearl Pic,Cynthia Wilkerson,Beneficial Owner,9,1,46360.7569,5151.195211
The Salty Pearl Pic,Tina Brooks,Beneficial Owner,9,1,46360.7569,5151.195211
The Salty Pearl Pic,Matthew Jones,Beneficial Owner,9,1,46360.7569,5151.195211
The Salty Pearl Pic,Kyle Christensen,Beneficial Owner,9,1,46360.7569,5151.195211
The Salty Pearl Pic,Joel Bennett,Beneficial Owner,9,1,46360.7569,5151.195211
The Salty Pearl Pic,Cynthia Fields,Beneficial Owner,9,1,46360.7569,5151.195211
The Salty Pearl Pic,Mark Warner,Beneficial Owner,9,1,46360.7569,5151.195211
The Salty Pearl Pic,Robert Martinez,Company Contacts,9,1,46360.7569,0
The Sea Lion AG,Kelly Holt,Company Contacts,0,1,0,0
The Sea Lion BV,Pamela Wagner,Company Contacts,0,1,0,0
The Sea Lion Corporation,Jeffrey Solis,Beneficial Owner,1,1,30270.9384,30270.9384
The Sea Lion Corporation,Ashley Oneal,Company Contacts,1,1,30270.9384,0
The Sea Lion GmbH Transport,Jamie Nelson,Company Contacts,0,1,29566.6728,29566.6728
The Sea Lion Incorporated,David Ray,Beneficial Owner,7,2,27432.2074,3918.886771
The Sea Lion Incorporated,Stephanie Fleming,Beneficial Owner,7,2,27432.2074,3918.886771
The Sea Lion Incorporated,Adrian Bentley,Beneficial Owner,7,2,27432.2074,3918.886771
The Sea Lion Incorporated,Michelle Owen,Beneficial Owner,7,2,27432.2074,3918.886771
The Sea Lion Incorporated,Antonio Campbell,Company Contacts,7,2,27432.2074,0
The Sea Lion Incorporated,Mary Bailey,Beneficial Owner,7,2,27432.2074,3918.886771
The Sea Lion Incorporated,Albert Lopez,Beneficial Owner,7,2,27432.2074,3918.886771
The Sea Lion Incorporated,Christy Chandler,Beneficial Owner,7,2,27432.2074,3918.886771
The Sea Lion Incorporated,Eric Johnson,Company Contacts,7,2,27432.2074,0
The Sea Lion LC Import,Alexander Butler,Beneficial Owner,2,1,20966.6728,10483.3364
The Sea Lion LC Import,Lawrence Wilkinson,Beneficial Owner,2,1,20966.6728,10483.3364
The Sea Lion LC Import,Brianna Miller,Company Contacts,2,1,20966.6728,0
The Sea Lion Limited Liability Company Forwading,Dr. Matthew Jefferson,Company Contacts,0,1,0,0
The Sea Lion N.V. Cargo,Shannon Williams,Company Contacts,0,1,283666.8187,283666.8187
The Sea Lion NV Marine biology,Sandra Cruz,Beneficial Owner,1,1,6264743.673,6264743.673
The Sea Lion NV Marine biology,Kyle Cisneros,Company Contacts,1,1,6264743.673,0
The Sea Lion Wave Pic Overseas,Zachary Velasquez,Company Contacts,0,1,10666.5383,10666.5383
The Sea Turtle AB,Connor Miller,Beneficial Owner,1,1,0,0
The Sea Turtle AB,Joshua Williamson,Company Contacts,1,1,0,0
The Sea Turtle and Son's,Jeff Martin,Company Contacts,0,1,610675.8728,610675.8728
The Sea Turtle Company,Tina Long,Beneficial Owner,38,1,40362666.67,1062175.439
The Sea Turtle Company,Jeffrey Jones,Beneficial Owner,38,1,40362666.67,1062175.439
The Sea Turtle Company,Monica Anderson,Beneficial Owner,38,1,40362666.67,1062175.439
The Sea Turtle Company,Sonya Wheeler,Beneficial Owner,38,1,40362666.67,1062175.439
The Sea Turtle Company,Tanya Compton,Beneficial Owner,38,1,40362666.67,1062175.439
The Sea Turtle Company,Gene Mccoy,Beneficial Owner,38,1,40362666.67,1062175.439
The Sea Turtle Company,Benjamin York,Beneficial Owner,38,1,40362666.67,1062175.439
The Sea Turtle Company,Michaela Short,Beneficial Owner,38,1,40362666.67,1062175.439
The Sea Turtle Company,Barbara Carey,Beneficial Owner,38,1,40362666.67,1062175.439
The Sea Turtle Company,Karina Meyer,Beneficial Owner,38,1,40362666.67,1062175.439
The Sea Turtle Company,Douglas Gonzales,Beneficial Owner,38,1,40362666.67,1062175.439
The Sea Turtle Company,Keith Camacho,Beneficial Owner,38,1,40362666.67,1062175.439
The Sea Turtle Company,Taylor Williams,Beneficial Owner,38,1,40362666.67,1062175.439
The Sea Turtle Company,Patricia Castillo,Beneficial Owner,38,1,40362666.67,1062175.439
The Sea Turtle Company,Kristin Harris,Beneficial Owner,38,1,40362666.67,1062175.439
The Sea Turtle Company,Dillon Blankenship,Beneficial Owner,38,1,40362666.67,1062175.439
The Sea Turtle Company,Brooke Nicholson,Beneficial Owner,38,1,40362666.67,1062175.439
The Sea Turtle Company,Edward Hess,Beneficial Owner,38,1,40362666.67,1062175.439
The Sea Turtle Company,Laura Macdonald,Beneficial Owner,38,1,40362666.67,1062175.439
The Sea Turtle Company,Ronald Ramirez,Beneficial Owner,38,1,40362666.67,1062175.439
The Sea Turtle Company,Nina Thompson,Beneficial Owner,38,1,40362666.67,1062175.439
The Sea Turtle Company,Melissa Garcia,Beneficial Owner,38,1,40362666.67,1062175.439
The Sea Turtle Company,Zachary Murphy,Beneficial Owner,38,1,40362666.67,1062175.439
The Sea Turtle Company,Nichole Beasley,Beneficial Owner,38,1,40362666.67,1062175.439
The Sea Turtle Company,Brianna Gonzalez,Beneficial Owner,38,1,40362666.67,1062175.439
The Sea Turtle Company,Deborah Bailey,Beneficial Owner,38,1,40362666.67,1062175.439
The Sea Turtle Company,Kathryn Kramer,Beneficial Owner,38,1,40362666.67,1062175.439
The Sea Turtle Company,Douglas Kelly,Beneficial Owner,38,1,40362666.67,1062175.439
The Sea Turtle Company,Ruben Johnson,Beneficial Owner,38,1,40362666.67,1062175.439
The Sea Turtle Company,Carrie Duarte,Beneficial Owner,38,1,40362666.67,1062175.439
The Sea Turtle Company,Mathew Johnson,Beneficial Owner,38,1,40362666.67,1062175.439
The Sea Turtle Company,Nichole Barrera,Beneficial Owner,38,1,40362666.67,1062175.439
The Sea Turtle Company,David Miller,Beneficial Owner,38,1,40362666.67,1062175.439
The Sea Turtle Company,Kim Noble,Beneficial Owner,38,1,40362666.67,1062175.439
The Sea Turtle Company,Caitlyn Smith,Beneficial Owner,38,1,40362666.67,1062175.439
The Sea Turtle Company,Tony Patterson,Beneficial Owner,38,1,40362666.67,1062175.439
The Sea Turtle Company,Bradley Green,Beneficial Owner,38,1,40362666.67,1062175.439
The Sea Turtle Company,Mrs. Heather Wilson,Beneficial Owner,38,1,40362666.67,1062175.439
The Sea Turtle Company,Autumn Daniel,Company Contacts,38,1,40362666.67,0
The Sea Turtle GmbH & Co. KG Freight,Danielle Cole,Company Contacts,0,1,0,0
The Sea Turtle Plc Consultants,Gregg Perez,Beneficial Owner,3,1,0,0
The Sea Turtle Plc Consultants,Jesse Roberts,Beneficial Owner,3,1,0,0
The Sea Turtle Plc Consultants,Austin Johnson,Beneficial Owner,3,1,0,0
The Sea Turtle Plc Consultants,Richard Benton,Company Contacts,3,1,0,0
The Sea Turtle S.A. de C.V. Delivery,Erica Fisher,Company Contacts,0,1,0,0
The Sea Turtle Seagull Kga Line,Robert Leon,Beneficial Owner,2,1,11866.6728,5933.3364
The Sea Turtle Seagull Kga Line,April Peterson,Beneficial Owner,2,1,11866.6728,5933.3364
The Sea Turtle Seagull Kga Line,Amy Logan,Company Contacts,2,1,11866.6728,0
Thetis Canal Co Forwading,Bradley Camacho,Beneficial Owner,4,1,0,0
Thetis Canal Co Forwading,Matthew Johnson,Beneficial Owner,4,1,0,0
Thetis Canal Co Forwading,Krystal Robinson,Beneficial Owner,4,1,0,0
Thetis Canal Co Forwading,Kelly Williams,Beneficial Owner,4,1,0,0
Thetis Canal Co Forwading,Billy Castro,Company Contacts,4,1,0,0
Thetis Corp and Son's,Philip Lewis,Company Contacts,0,1,6666.6728,6666.6728
Thetis Ltd. Liability Co,Courtney Miranda,Beneficial Owner,25,1,0,0
Thetis Ltd. Liability Co,Derrick Smith,Beneficial Owner,25,1,0,0
Thetis Ltd. Liability Co,Anthony Graham,Beneficial Owner,25,1,0,0
Thetis Ltd. Liability Co,Brandon King,Beneficial Owner,25,1,0,0
Thetis Ltd. Liability Co,Laura Rasmussen,Beneficial Owner,25,1,0,0
Thetis Ltd. Liability Co,Janet Bennett,Beneficial Owner,25,1,0,0
Thetis Ltd. Liability Co,Ryan Banks,Beneficial Owner,25,1,0,0
Thetis Ltd. Liability Co,Dr. Richard Williams,Beneficial Owner,25,1,0,0
Thetis Ltd. Liability Co,Craig Parker,Beneficial Owner,25,1,0,0
Thetis Ltd. Liability Co,John Williams,Beneficial Owner,25,1,0,0
Thetis Ltd. Liability Co,Holly Crawford,Beneficial Owner,25,1,0,0
Thetis Ltd. Liability Co,Mark Brown PhD,Beneficial Owner,25,1,0,0
Thetis Ltd. Liability Co,Michael Chavez,Beneficial Owner,25,1,0,0
Thetis Ltd. Liability Co,Christopher Mckinney,Beneficial Owner,25,1,0,0
Thetis Ltd. Liability Co,Troy Jones,Beneficial Owner,25,1,0,0
Thetis Ltd. Liability Co,Andrew Gregory,Beneficial Owner,25,1,0,0
Thetis Ltd. Liability Co,Stacey Powell,Beneficial Owner,25,1,0,0
Thetis Ltd. Liability Co,Heather Robinson,Beneficial Owner,25,1,0,0
Thetis Ltd. Liability Co,Robert Jones,Beneficial Owner,25,1,0,0
Thetis Ltd. Liability Co,Jeffrey Hawkins,Beneficial Owner,25,1,0,0
Thetis Ltd. Liability Co,Connor Maldonado,Beneficial Owner,25,1,0,0
Thetis Ltd. Liability Co,April Long,Beneficial Owner,25,1,0,0
Thetis Ltd. Liability Co,Ronnie Lucas,Beneficial Owner,25,1,0,0
Thetis Ltd. Liability Co,Kaitlyn Cox,Beneficial Owner,25,1,0,0
Thetis Ltd. Liability Co,Brittany Harrell,Beneficial Owner,25,1,0,0
Thetis Ltd. Liability Co,Donald Cook DDS,Company Contacts,25,1,0,0
Thetis S.A. de C.V. Marine conservation,Miranda Johnson MD,Company Contacts,0,1,5096.6728,5096.6728
Thoho Limited Liability Company,Robert Johnson,Beneficial Owner,2,1,430463.8836,215231.9418
Thoho Limited Liability Company,Mr. Thomas Roberson,Beneficial Owner,2,1,430463.8836,215231.9418
Thoho Limited Liability Company,Kristina Ramos,Company Contacts,2,1,430463.8836,0
Thoho Tidal flat AG Merchants,Jesse Mitchell,Company Contacts,0,1,11586.6728,11586.6728
Thoho Whale Oyj Solutions,Jason Gonzalez,Beneficial Owner,2,1,39010.3966,19505.1983
Thoho Whale Oyj Solutions,Evelyn Travis,Beneficial Owner,2,1,39010.3966,19505.1983
Thoho Whale Oyj Solutions,Eddie Mann,Company Contacts,2,1,39010.3966,0
Thomas and Sons,Michelle Shelton,Company Contacts,3,1,0,0
Thomas and Sons,Richard Brown,Beneficial Owner,3,1,0,0
Thomas and Sons,Emily Murphy,Beneficial Owner,3,1,0,0
Thomas and Sons,Henry Ward,Beneficial Owner,3,1,0,0
Thomas GmbH & Co. KG Tidal flat,Heather Reyes,Company Contacts,0,1,60766.6728,60766.6728
Thomas Group,Phyllis Blevins,Beneficial Owner,3,2,0,0
Thomas Group,Don Buchanan,Beneficial Owner,3,2,0,0
Thomas Group,Holly Lee,Company Contacts,3,2,0,0
Thomas Group,Eric Ferrell,Beneficial Owner,3,2,0,0
Thomas Group,Bradley Navarro,Company Contacts,3,2,0,0
Thomas Inc,Kelly Lopez,Company Contacts,1,1,0,0
Thomas Inc,Diane Pierce,Beneficial Owner,1,1,0,0
Thomas LLC,Mark Scott,Beneficial Owner,3,1,0,0
Thomas LLC,Marissa Duncan,Beneficial Owner,3,1,0,0
Thomas LLC,Gary Knight,Beneficial Owner,3,1,0,0
Thomas LLC,David Gonzalez,Company Contacts,3,1,0,0
Thomas S.A. de C.V. Logistics,Paula Mendoza,Beneficial Owner,2,1,15747.067,7873.5335
Thomas S.A. de C.V. Logistics,Christina Johnson,Beneficial Owner,2,1,15747.067,7873.5335
Thomas S.A. de C.V. Logistics,Emily Poole,Company Contacts,2,1,15747.067,0
"Thomas, Carter and Dennis",Julia Calhoun,Company Contacts,0,1,0,0
"Thomas, Cunningham and Nelson",William Cook,Beneficial Owner,1,0,0,0
"Thomas, Gray and Scott",Ryan Chaney,Beneficial Owner,1,0,0,0
"Thomas, Gutierrez and Cooper",Michael Gonzalez,Beneficial Owner,1,0,0,0
"Thomas, Hamilton and Rivera",Melissa Schroeder,Beneficial Owner,1,0,0,0
"Thomas, Harris and Willis",Mary Mitchell,Beneficial Owner,1,0,0,0
"Thomas, Hernandez and Rodriguez",Brenda King,Company Contacts,0,1,0,0
"Thomas, Hicks and Hughes",Kelly Lopez,Beneficial Owner,1,0,0,0
"Thomas, Holmes and Alexander",Karen Walsh,Beneficial Owner,1,0,0,0
"Thomas, Kent and Blanchard",Desiree Montoya,Company Contacts,0,1,0,0
"Thomas, Lee and Hudson",Candice Walters,Company Contacts,0,1,0,0
"Thomas, Martinez and Bailey",Victoria Carlson,Beneficial Owner,1,0,0,0
"Thomas, Matthews and Dean",Christopher Sanders,Company Contacts,0,1,0,0
"Thomas, Molina and Bennett",Gabriel Gonzalez,Beneficial Owner,1,0,0,0
"Thomas, Patterson and Ramirez",Alexandria Martinez,Company Contacts,0,1,0,0
"Thomas, Rogers and Adams",Nicole Scott,Beneficial Owner,1,0,0,0
"Thomas, Sanchez and Miller",Victor Klein,Beneficial Owner,1,0,0,0
Thomas-Buchanan,Laura Gonzalez,Company Contacts,0,1,0,0
Thomas-Cain,Robert Escobar,Beneficial Owner,1,0,0,0
Thomas-Crawford,Joshua Walters,Company Contacts,0,1,0,0
Thomas-Frederick,Barbara Cannon,Beneficial Owner,1,0,0,0
Thomas-Garcia,Angela Alvarado,Company Contacts,0,1,0,0
Thomas-Gonzalez,Dr. Jerry Grant,Beneficial Owner,1,0,0,0
Thomas-Gray,Andre Holt,Beneficial Owner,1,0,0,0
Thomas-Hartman,Troy Pierce,Beneficial Owner,1,0,0,0
Thomas-Hill,Kim Parker,Beneficial Owner,1,0,0,0
Thomas-Huffman,Rachael Duarte,Beneficial Owner,1,0,0,0
Thomas-Jackson,James Turner,Beneficial Owner,1,0,0,0
Thomas-Jenkins,Renee Bonilla,Beneficial Owner,1,0,0,0
Thomas-Lee,Mrs. Terri Allen DDS,Beneficial Owner,1,0,0,0
Thomas-Lin,Frank Miller,Beneficial Owner,1,0,0,0
Thomas-Luna,Zachary Stevens,Company Contacts,0,1,0,0
Thomas-Moran,Michelle Roth DDS,Company Contacts,0,1,0,0
Thomas-Olson,Eric Ross,Beneficial Owner,1,0,0,0
Thomas-Ortiz,Michelle Sweeney,Beneficial Owner,1,0,0,0
Thomas-Parker,Kimberly Rosales,Beneficial Owner,1,0,0,0
Thomas-Peterson,Connie Phillips,Beneficial Owner,1,0,0,0
Thomas-Rasmussen,Natalie Garcia,Beneficial Owner,1,0,0,0
Thomas-Reeves,Shelly Dunn,Beneficial Owner,1,0,0,0
Thomas-Richards,Jamie Swanson,Company Contacts,0,1,0,0
Thomas-Robinson,Jamie Hunter,Beneficial Owner,1,0,0,0
Thomas-Santos,Daniel Long,Beneficial Owner,1,0,0,0
Thomas-Shaw,Brandon Figueroa,Beneficial Owner,1,0,0,0
Thomas-Smith,Michael Wolf,Beneficial Owner,1,0,0,0
Thomas-Stevenson,Sarah Dougherty,Company Contacts,0,1,0,0
Thomas-Trujillo,Samuel Wagner,Beneficial Owner,1,0,0,0
Thomas-White,Amber Pugh,Company Contacts,0,1,0,0
Thomas-Wiley,Mr. David Schneider,Company Contacts,0,1,0,0
Thompson and Sons,Carlos Hopkins,Beneficial Owner,1,1,0,0
Thompson and Sons,Don Alvarez,Company Contacts,1,1,0,0
Thompson Group,Ricardo Ochoa,Company Contacts,0,2,0,0
Thompson Group,Evelyn Gomez,Company Contacts,0,2,0,0
Thompson Inc,Ana Wilson,Beneficial Owner,4,1,0,0
Thompson Inc,Maurice Sparks,Beneficial Owner,4,1,0,0
Thompson Inc,Stephanie Garcia,Beneficial Owner,4,1,0,0
Thompson Inc,Nathan White,Beneficial Owner,4,1,0,0
Thompson Inc,Kevin Saunders,Company Contacts,4,1,0,0
Thompson LLC,Amanda Matthews,Beneficial Owner,3,0,0,0
Thompson LLC,Michael Johnson,Beneficial Owner,3,0,0,0
Thompson LLC,Elizabeth Hicks,Beneficial Owner,3,0,0,0
Thompson Ltd,Erin Bell,Beneficial Owner,2,0,0,0
Thompson Ltd,Shelby Wood,Beneficial Owner,2,0,0,0
Thompson PLC,Miranda Lester,Company Contacts,1,3,0,0
Thompson PLC,Eric Irwin,Company Contacts,1,3,0,0
Thompson PLC,Jamie Hodge,Beneficial Owner,1,3,0,0
Thompson PLC,Luis Potter,Company Contacts,1,3,0,0
"Thompson, Ballard and Carpenter",Dustin Perkins,Beneficial Owner,1,0,0,0
"Thompson, Barton and Robertson",Rachel Ali,Beneficial Owner,1,0,0,0
"Thompson, Chandler and Thompson",Dominique Ryan,Company Contacts,0,1,0,0
"Thompson, Cruz and Benson",Benjamin Gibson,Company Contacts,0,1,0,0
"Thompson, Davidson and Hodges",Tony Stephens,Company Contacts,0,1,0,0
"Thompson, Goodwin and Chavez",Karen Williams,Company Contacts,0,1,0,0
"Thompson, Green and Martinez",Allison Daniels,Beneficial Owner,1,0,0,0
"Thompson, Harris and Thomas",Teresa Hughes,Beneficial Owner,1,0,0,0
"Thompson, James and Mitchell",Kelly Bell,Beneficial Owner,1,0,0,0
"Thompson, Juarez and Hall",Vanessa Bailey,Company Contacts,0,1,0,0
"Thompson, Lamb and Jordan",Robert Green,Company Contacts,0,1,0,0
"Thompson, Morgan and Morgan",Adrian Brown,Beneficial Owner,1,0,0,0
"Thompson, Riley and Moyer",Karen Mora,Beneficial Owner,1,0,0,0
"Thompson, Shepherd and Phillips",Jennifer Taylor,Beneficial Owner,1,0,0,0
Thompson-Bell,Joshua Hill,Beneficial Owner,1,0,0,0
Thompson-Collins,Eric Ward,Beneficial Owner,1,0,0,0
Thompson-Edwards,Elizabeth Ellis MD,Beneficial Owner,1,0,0,0
Thompson-Escobar,Darren Ortiz,Company Contacts,0,1,0,0
Thompson-Fox,Jessica Good,Company Contacts,0,1,0,0
Thompson-Glenn,Todd Quinn,Beneficial Owner,1,0,0,0
Thompson-Gutierrez,Raymond Thompson,Beneficial Owner,1,0,0,0
Thompson-Hensley,Gail Simpson,Beneficial Owner,1,0,0,0
Thompson-Murray,Dawn Peck,Company Contacts,0,1,0,0
Thompson-Rivera,Jacob West,Beneficial Owner,1,0,0,0
Thompson-Sanchez,Beth Jones,Beneficial Owner,1,0,0,0
Thompson-Williams,Jason Mayer,Beneficial Owner,1,0,0,0
Thompson-Wilson,Diana Pennington,Company Contacts,0,1,0,0
Thornton Ltd,Nicole Meyer,Beneficial Owner,2,0,0,0
Thornton Ltd,Richard Blair,Beneficial Owner,2,0,0,0
"Thornton, Becker and Patterson",Jack Lucas,Beneficial Owner,1,0,0,0
Thornton-Adams,James Reed,Company Contacts,0,1,0,0
Thornton-Cardenas,Eric Jackson,Company Contacts,0,1,0,0
Thundwa Anchor Incorporated Marine ecology,Michelle Davis,Beneficial Owner,2,1,0,0
Thundwa Anchor Incorporated Marine ecology,David Mcdowell,Beneficial Owner,2,1,0,0
Thundwa Anchor Incorporated Marine ecology,Patricia Williams,Company Contacts,2,1,0,0
Tiao piao  AS Import,Daniel Weaver,Beneficial Owner,2,1,0,0
Tiao piao  AS Import,Cory Ball,Beneficial Owner,2,1,0,0
Tiao piao  AS Import,Elizabeth Lewis,Company Contacts,2,1,0,0
Tiao piao  Limited Liability Company,Ryan Edwards,Beneficial Owner,4,1,18639.5452,4659.8863
Tiao piao  Limited Liability Company,Martin Young,Beneficial Owner,4,1,18639.5452,4659.8863
Tiao piao  Limited Liability Company,Catherine Hoffman,Beneficial Owner,4,1,18639.5452,4659.8863
